mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,class-ID
-7.55E-06,2.61E-05,3.92E-05,-7.14E-06,2.94E-05,-9.47E-06,-0.021544,-0.021571,-0.02161,-0.033712,-0.033741,-0.033732,0.0010993,0.00066444,0.0017717,0.0011488,0.00057733,0.0010342,1.1964,1.1963,1.1961,1.1962,1.1962,1.1961,0.0062876,0.20176,-0.11431,0.005622,0.97091,0.023686,-0.00025878,-0.00032745,-0.00034886,0.0014823,0.0014234,0.0014538,-0.66428,13.446,13.123,-0.75662,9.5447,4.9654,-1.5002,-1.5003,-1.5003,-1.4965,-1.4966,-1.4966,2
1.34E-05,5.71E-06,-0.00017111,-5.91E-06,0.00036671,0.0002006,-0.024169,-0.024175,-0.024004,-0.023507,-0.023873,-0.024074,0.0029319,0.0017624,0.0032475,0.0030056,0.0024561,0.0042533,2.2982,2.2981,2.2977,2.2921,2.2916,2.2908,-0.030212,-0.09178,-0.26947,-0.0052704,1.8192,0.3806,0.0094137,0.0093829,0.0093338,0.0089389,0.0086037,0.0087119,-0.54898,2.4392,2.5517,-0.49627,8.1074,2.4625,-1.501,-1.5009,-1.5009,-1.5008,-1.501,-1.5009,2
5.40E-06,-2.08E-05,0.0004261,-1.43E-05,-1.35E-05,0.00012283,-0.030409,-0.030388,-0.030814,-0.039493,-0.03948,-0.039603,0.0022643,0.0013843,0.0046191,0.0022436,0.0011487,0.0029345,1.3763,1.3762,1.3758,1.3792,1.3791,1.3786,-0.01194,-0.040693,0.84937,0.0012258,-0.23539,0.52328,0.0075055,0.0076057,0.0086196,-0.018523,-0.018482,-0.018155,-0.71332,8.9073,7.7324,-0.72432,0.30633,4.5816,-1.5029,-1.503,-1.5025,-1.4928,-1.4929,-1.4929,2
-1.08E-06,4.19E-05,0.00012762,-1.82E-05,-1.38E-05,-0.00025697,-0.020373,-0.020415,-0.020542,-0.03763,-0.037616,-0.037359,0.0026292,0.0018932,0.0064998,0.0025508,0.0015755,0.0045497,1.8388,1.8387,1.8383,1.8433,1.8432,1.8424,-0.022137,0.59846,0.72043,0.010852,-0.09514,-0.26126,0.0031885,0.0030894,0.0042009,-0.017434,-0.017395,-0.017221,-0.67367,8.2434,6.4028,-0.68004,1.4881,4.5343,-1.5033,-1.5033,-1.5031,-1.4927,-1.4927,-1.4926,2
1.33E-05,6.14E-05,0.00018386,-3.46E-06,1.77E-05,-3.46E-05,-0.021212,-0.021273,-0.021457,-0.026686,-0.026703,-0.026669,0.002613,0.0014913,0.0047348,0.0025262,0.001474,0.0043088,1.839,1.8389,1.8383,1.8322,1.8322,1.8316,-0.00958,0.32708,0.57539,-0.0027909,-0.1547,-0.75912,0.010361,0.01032,0.010272,0.0027584,0.0027548,0.0029474,-0.62548,2.8433,2.8959,-0.61969,0.90361,6.8651,-1.4979,-1.4979,-1.4978,-1.5015,-1.5015,-1.5014,2
-4.47E-06,6.43E-06,2.21E-05,-1.77E-06,-5.64E-06,6.96E-06,-0.021733,-0.021739,-0.021761,-0.025719,-0.025713,-0.02572,0.0008201,0.00029892,0.00064416,0.00081026,0.00031822,0.00060378,1.8493,1.8493,1.8492,1.8467,1.8467,1.8467,0.0099547,0.82985,0.18727,0.0079031,-0.4921,1.8741,-0.0038379,-0.0038479,-0.0038488,0.00054316,0.00054541,0.00052941,-0.46519,8.0816,7.5144,-0.44643,29.97,38.564,-1.4996,-1.4996,-1.4996,-1.4982,-1.4982,-1.4982,2
-1.39E-06,-1.95E-05,0.00019782,3.27E-06,7.98E-05,0.00085766,-0.016583,-0.016563,-0.016761,-0.033169,-0.033249,-0.034106,0.0026208,0.0015762,0.0051839,0.0026015,0.0015922,0.0072697,1.8509,1.8507,1.8499,1.8498,1.8497,1.8494,-0.0044823,0.07105,0.674,0.007509,0.58447,0.44359,0.0057552,0.0057646,0.0055152,-0.0159,-0.016021,-0.016223,-0.64493,1.6137,5.4617,-0.66746,3.9409,5.8236,-1.503,-1.503,-1.5027,-1.4927,-1.4929,-1.4928,2
-5.33E-06,1.31E-05,2.48E-06,-8.87E-06,1.87E-05,-4.92E-05,-0.023415,-0.023428,-0.02343,-0.031028,-0.031047,-0.030998,0.0010814,0.00062658,0.00067539,0.0011103,0.00053642,0.001009,1.1891,1.189,1.189,1.1913,1.1913,1.1912,0.01448,0.42508,0.42612,0.007769,1.2473,-0.19216,-0.005528,-0.0055633,-0.0055619,-0.0045055,-0.0045415,-0.004351,-0.62565,5.3969,3.4524,-0.69907,13.637,3.6297,-1.4997,-1.4997,-1.4997,-1.4979,-1.4979,-1.498,2
-3.93E-06,-3.29E-06,-3.68E-05,-8.56E-06,2.63E-05,-1.44E-05,-0.02551,-0.025507,-0.02547,-0.035319,-0.035346,-0.035331,0.0011539,0.0005543,0.00098365,0.001104,0.00062394,0.00076858,1.1821,1.1821,1.182,1.1826,1.1826,1.1825,0.011788,0.17746,0.11993,0.02007,0.23782,-0.37965,7.75E-05,8.21E-05,5.73E-05,-0.0042279,-0.0042774,-0.0042362,-0.69648,5.399,5.6677,-0.65772,14.316,6.5467,-1.4987,-1.4987,-1.4987,-1.5024,-1.5025,-1.5024,2
-5.39E-06,9.28E-06,-0.0001692,-1.12E-05,9.94E-06,3.48E-05,-0.02128,-0.021289,-0.02112,-0.026602,-0.026612,-0.026647,0.0022008,0.0012194,0.0028726,0.0021702,0.0011854,0.0032227,1.2943,1.2942,1.2939,1.2989,1.2989,1.2981,-0.0022057,-0.016545,-1.8185,-0.0074086,0.12716,0.13339,0.0081188,0.0081194,0.0082078,-0.017477,-0.017501,-0.017661,-0.72398,1.4221,15.187,-0.73863,2.0237,4.8829,-1.502,-1.502,-1.5017,-1.4912,-1.4912,-1.4911,2
-9.38E-07,5.42E-06,3.13E-05,-8.74E-06,2.55E-05,-7.50E-05,-0.018854,-0.018859,-0.018891,-0.021562,-0.021587,-0.021512,0.0012309,0.0006254,0.0015184,0.0012671,0.00075165,0.0018942,1.6776,1.6776,1.6774,1.6769,1.6768,1.6766,-0.0060754,0.36685,-0.15713,0.0065752,-0.19124,0.25285,-0.0018221,-0.0018259,-0.0018168,-0.0021417,-0.0021656,-0.0021271,-0.76292,4.5367,6.5992,-0.78108,6.4994,8.0428,-1.5026,-1.5026,-1.5025,-1.4958,-1.4959,-1.4958,2
-1.52E-05,3.81E-05,-0.00010827,-7.90E-06,-2.09E-05,0.00016307,-0.032939,-0.032977,-0.032868,-0.035458,-0.035437,-0.0356,0.0022392,0.0012563,0.0023379,0.0022865,0.0011808,0.0039533,1.3739,1.3737,1.3733,1.3827,1.3827,1.3818,-0.0045157,0.46591,-0.19924,-0.0080634,-0.12949,-0.18189,0.0029247,0.0028264,0.0027604,-0.012445,-0.012387,-0.01265,-0.73565,2.5017,1.1677,-0.72088,0.075347,3.5445,-1.5085,-1.5086,-1.5085,-1.5001,-1.5002,-1.5001,2
3.67E-06,5.14E-05,-0.00038236,-5.69E-06,1.55E-05,-0.00012357,-0.02104,-0.021091,-0.020709,-0.021791,-0.021806,-0.021683,0.0021615,0.0011676,0.0049454,0.0021748,0.0011206,0.0037827,1.29,1.29,1.289,1.2927,1.2927,1.2918,-0.029097,0.067534,-0.95315,-0.010512,-0.072015,-0.2459,0.0092888,0.0092174,0.0090408,0.0024091,0.0024214,0.002328,-0.68615,0.33238,4.6928,-0.69612,0.18103,2.3472,-1.5036,-1.5035,-1.5027,-1.5001,-1.5002,-1.4998,2
-1.13E-06,-3.42E-06,1.19E-05,-4.41E-06,5.36E-08,-7.19E-06,-0.02688,-0.026877,-0.026888,-0.027825,-0.027825,-0.027817,0.00081992,0.00027398,0.00058876,0.00081177,0.00031115,0.00044648,1.8599,1.8599,1.8599,1.8584,1.8584,1.8584,0.0032116,-0.4225,-0.30545,0.0088202,-0.61377,-0.10192,-0.0033105,-0.0033028,-0.0033046,-0.0010948,-0.0010855,-0.0010645,-0.45867,5.5307,10.178,-0.4571,8.3947,4.0925,-1.4971,-1.4971,-1.4971,-1.499,-1.499,-1.499,2
-2.68E-06,1.76E-05,0.00010646,8.29E-07,1.60E-05,-2.90E-05,-0.026481,-0.026499,-0.026605,-0.042361,-0.042377,-0.042348,0.0014016,0.00083695,0.0018679,0.0014241,0.00084781,0.0015031,2.1232,2.1232,2.1229,2.121,2.121,2.1208,0.0019906,0.14371,1.064,-0.0030256,0.063862,-0.21602,-0.0022271,-0.0022329,-0.002279,0.00085655,0.00084555,0.00071298,-0.82816,23.579,10.361,-0.80225,14.32,6.8905,-1.4996,-1.4996,-1.4997,-1.4988,-1.4988,-1.4988,2
1.90E-05,1.75E-05,0.00018116,-4.81E-06,5.07E-06,-5.40E-06,-0.035811,-0.035828,-0.036009,-0.014445,-0.01445,-0.014444,0.0029671,0.0016931,0.0036031,0.0030459,0.0023478,0.0065795,2.3041,2.3041,2.3038,2.2943,2.2941,2.2933,-0.025806,-0.023018,0.76685,-0.020897,0.53636,0.68043,0.0089754,0.0089779,0.0091363,0.0017159,0.0017011,0.0014454,-0.55045,0.54193,8.0572,-0.50669,17.094,11.061,-1.5061,-1.5061,-1.5062,-1.501,-1.5011,-1.501,2
1.54E-06,5.83E-05,0.0001124,-1.23E-05,-2.39E-06,-2.87E-05,-0.022244,-0.022302,-0.022415,-0.021184,-0.021182,-0.021153,0.0012963,0.00096518,0.0025697,0.0012803,0.00084778,0.0021373,1.6812,1.681,1.6804,1.6774,1.6774,1.6771,-0.0052813,2.0583,0.5612,0.0093614,-0.2634,-0.33783,-0.001126,-0.0012291,-0.0014335,-0.0011795,-0.0011859,-0.0012765,-0.84011,15.067,5.0721,-0.80102,21.5,7.9421,-1.4991,-1.4993,-1.4994,-1.4985,-1.4984,-1.4985,2
-6.26E-06,1.91E-05,-0.00027901,-1.28E-05,4.47E-05,-0.00024527,-0.018793,-0.018812,-0.018533,-0.037899,-0.037944,-0.037698,0.0026282,0.0015528,0.0055571,0.002606,0.0014646,0.0036307,1.8497,1.8496,1.8487,1.849,1.8488,1.8481,-0.051408,-0.047879,-0.45936,-0.016291,0.22223,-0.66709,0.0056935,0.0056867,0.0057565,-0.018701,-0.018732,-0.018694,-0.5945,3.1524,8.4758,-0.64439,1.2887,9.1272,-1.5022,-1.5022,-1.5021,-1.4915,-1.4916,-1.4914,2
3.25E-07,1.02E-05,-0.00010872,-6.25E-06,-2.24E-05,-0.000157,-0.023827,-0.023837,-0.023729,-0.02779,-0.027768,-0.027611,0.0026242,0.0015691,0.0033842,0.0026462,0.001677,0.0061539,1.8471,1.8471,1.8466,1.8464,1.8462,1.8449,-0.020015,-0.33677,-0.20924,-0.021098,-0.47035,0.54977,0.002415,0.0023717,0.0026631,0.0056876,0.0057022,0.0055155,-0.66496,4.9981,2.8695,-0.64813,5.3055,9.5843,-1.506,-1.506,-1.5058,-1.5003,-1.5004,-1.5005,2
-8.10E-06,2.90E-07,-0.00016296,1.02E-05,2.48E-05,0.00010934,-0.026813,-0.026813,-0.02665,-0.023443,-0.023467,-0.023577,0.0026253,0.0013041,0.0049162,0.0025658,0.0015882,0.0041892,1.834,1.8339,1.8332,1.8385,1.8384,1.8376,-0.0087405,0.029801,-0.091598,-0.023162,0.068526,-0.23505,-0.0089648,-0.0089609,-0.0090031,0.0028613,0.0028518,0.0024745,-0.63668,0.65821,8.7641,-0.63199,2.4879,5.7134,-1.5072,-1.5072,-1.507,-1.4966,-1.4966,-1.4965,2
-1.15E-07,2.36E-05,6.63E-05,4.69E-05,-2.55E-05,-2.65E-05,-0.039593,-0.039616,-0.039683,-0.025309,-0.025284,-0.025257,0.0030056,0.0018091,0.0039924,0.0030032,0.0019652,0.0045815,2.2986,2.2985,2.2978,2.3018,2.3016,2.3007,0.00080667,0.051598,0.055605,-0.014738,0.08755,0.18684,-0.006119,-0.0061122,-0.0058682,0.012529,0.012621,0.012815,-0.4909,1.9769,2.6849,-0.47281,3.4375,5.5777,-1.5036,-1.5036,-1.5034,-1.4926,-1.4926,-1.4926,2
-3.73E-06,3.67E-05,0.0002248,-1.09E-05,1.24E-05,0.00020671,-0.023141,-0.023178,-0.023403,-0.022191,-0.022204,-0.02241,0.0021699,0.0012245,0.0026007,0.0021563,0.0011351,0.0042861,1.293,1.293,1.2926,1.2947,1.2947,1.2943,-0.0083118,0.14074,0.46004,0.0027981,0.26176,-0.94201,0.0092257,0.0091691,0.0090302,-0.01326,-0.013268,-0.013092,-0.72311,0.90227,4.0022,-0.70847,0.79148,10.863,-1.5014,-1.5014,-1.5014,-1.4965,-1.4965,-1.4959,2
-1.97E-06,-2.12E-05,-0.00036292,1.61E-05,6.92E-05,-0.00055456,-0.039415,-0.039394,-0.039031,-0.032048,-0.032117,-0.031563,0.0022072,0.0013459,0.0042993,0.0022462,0.0015616,0.0042634,1.3745,1.3744,1.3743,1.3741,1.3741,1.3732,0.0047783,-0.59259,-1.7615,-0.024357,-0.080101,-0.60745,-0.011647,-0.011567,-0.011645,-0.01085,-0.010977,-0.010966,-0.7282,2.1714,11.491,-0.70991,10.106,2.8992,-1.4975,-1.4977,-1.4972,-1.5022,-1.5023,-1.5023,2
-3.35E-06,7.87E-07,-0.00030312,-5.52E-06,3.05E-05,-5.34E-05,-0.019738,-0.019738,-0.019435,-0.022867,-0.022898,-0.022844,0.0029291,0.0017805,0.0042671,0.0029049,0.0018277,0.0042317,2.3078,2.3077,2.3073,2.2997,2.2997,2.2988,-0.020497,0.19927,-2.5873,0.010719,0.2637,-0.0306,0.01363,0.01362,0.013941,0.0018507,0.0018599,0.0017893,-0.53525,1.685,21.408,-0.49498,2.2335,2.1539,-1.4964,-1.4964,-1.4963,-1.502,-1.5019,-1.5014,2
-7.14E-06,1.86E-06,3.29E-05,-3.51E-08,1.99E-05,0.00013195,-0.032308,-0.032309,-0.032342,-0.044636,-0.044656,-0.044788,0.0014097,0.00076116,0.0019538,0.0014551,0.0007826,0.0016996,2.1248,2.1247,2.1247,2.1234,2.1234,2.1232,0.012579,0.17987,-0.15524,0.0040716,0.074862,0.046608,-0.0033237,-0.0033289,-0.003306,-0.00048884,-0.00049272,-0.00051443,-0.81634,2.2447,7.1587,-0.83393,4.7946,9.3064,-1.5001,-1.5001,-1.4999,-1.4982,-1.4983,-1.4982,2
-7.54E-06,1.40E-05,2.30E-05,-7.78E-06,-3.13E-06,-1.32E-05,-0.026068,-0.026082,-0.026105,-0.033448,-0.033445,-0.033432,0.0010984,0.00061513,0.0013938,0.0011559,0.00051989,0.0012283,1.1617,1.1617,1.1615,1.1638,1.1638,1.1636,0.0071835,1.4028,2.0157,0.0078831,-0.3023,-0.0061219,-0.0026384,-0.0026741,-0.0027359,-0.0080644,-0.0080394,-0.0080054,-0.67438,16.81,18.331,-0.73046,2.239,9.7305,-1.5002,-1.5002,-1.5004,-1.4971,-1.4972,-1.4971,2
7.78E-06,-8.63E-05,2.81E-05,1.14E-05,2.73E-05,6.93E-05,-0.034385,-0.034299,-0.034327,-0.024217,-0.024244,-0.024314,0.0026471,0.001966,0.0032072,0.0025546,0.0014856,0.0037629,1.8383,1.838,1.8377,1.8446,1.8445,1.8443,-0.012452,-1.928,0.46317,-0.020911,0.11093,0.21852,-0.0090198,-0.0088337,-0.0086737,0.0041499,0.0041294,0.0043509,-0.63142,16.353,5.0442,-0.64855,1.1267,3.1892,-1.5076,-1.5078,-1.5075,-1.497,-1.4971,-1.4965,2
-7.74E-06,2.05E-05,-1.59E-05,3.12E-06,-1.47E-05,0.0003,-0.036021,-0.036042,-0.036026,-0.037942,-0.037927,-0.038227,0.0021977,0.001194,0.0020808,0.0022936,0.0015658,0.0043958,1.3785,1.3785,1.378,1.3837,1.3836,1.383,-0.0023115,0.036644,-0.069608,-0.021899,-0.15699,0.45789,0.0048376,0.0048109,0.0050867,-0.011975,-0.011992,-0.012296,-0.72526,-0.48861,1.6829,-0.69055,8.2307,2.1414,-1.5082,-1.5083,-1.5083,-1.4975,-1.4975,-1.4977,2
-6.79E-06,6.45E-06,-8.60E-05,-7.24E-06,-8.26E-07,1.07E-05,-0.019848,-0.019855,-0.019769,-0.033519,-0.033518,-0.033528,0.0011298,0.00051977,0.0010834,0.0011009,0.00051401,0.00086524,1.1951,1.1951,1.1949,1.1952,1.1952,1.1951,0.011515,0.18794,-0.58808,0.0013222,-0.1382,0.24047,-0.0025703,-0.0025736,-0.0025637,0.00097455,0.00098396,0.00097773,-0.67262,1.4724,7.1412,-0.64846,4.4511,3.3853,-1.5016,-1.5015,-1.5015,-1.499,-1.4991,-1.4991,2
3.47E-07,3.06E-05,-4.79E-05,-5.06E-06,1.50E-05,-3.03E-05,-0.030562,-0.030592,-0.030544,-0.038865,-0.03888,-0.038849,0.0014072,0.00091523,0.0021039,0.0014402,0.00079503,0.002249,2.1197,2.1196,2.1196,2.1172,2.1172,2.1172,-0.0003859,-0.012308,-0.37891,0.0066118,0.46803,-1.8289,-0.0036173,-0.0036438,-0.0035759,-0.0025225,-0.0025408,-0.0024962,-0.84296,14.998,17.734,-0.85478,7.0498,26.214,-1.5031,-1.5031,-1.503,-1.4968,-1.4968,-1.4967,2
-8.35E-06,1.99E-07,6.38E-08,-1.01E-06,2.70E-05,-2.53E-05,-0.028374,-0.028374,-0.028374,-0.045169,-0.045196,-0.045171,0.0014184,0.00090552,0.0022816,0.0014494,0.00084552,0.0015169,2.1196,2.1196,2.1193,2.1183,2.1183,2.118,0.012486,0.60866,-0.77979,0.0075877,0.49812,-0.071109,-0.0034686,-0.0034546,-0.0034411,-0.00029636,-0.0003255,-0.00032108,-0.83707,11.369,13.68,-0.87132,7.0154,4.3717,-1.4987,-1.4987,-1.4986,-1.4974,-1.4974,-1.4974,2
3.46E-06,1.52E-05,-0.0001561,2.18E-05,-3.09E-05,0.00013277,-0.03167,-0.031686,-0.03153,-0.023836,-0.023805,-0.023938,0.0030057,0.0016262,0.005561,0.0029627,0.0017009,0.0052073,2.2884,2.2883,2.2878,2.2973,2.2971,2.296,-0.005318,-0.025066,-0.59147,-0.028538,-0.28164,0.25437,-0.0080401,-0.0080122,-0.0077521,0.014729,0.014797,0.015165,-0.52097,0.97182,3.6176,-0.5149,2.5322,3.909,-1.502,-1.5019,-1.5014,-1.494,-1.494,-1.4937,2
4.71E-06,7.66E-05,-6.28E-05,-1.46E-05,8.49E-05,0.00018351,-0.020787,-0.020863,-0.020801,-0.023519,-0.023604,-0.023788,0.0021789,0.0013276,0.0050345,0.002164,0.0011939,0.0024225,1.2872,1.2871,1.2862,1.2903,1.2902,1.2897,-0.020238,0.44765,0.75644,0.0013655,0.2108,0.085197,0.0061139,0.0059708,0.0060206,0.00096629,0.00085502,0.00082874,-0.72512,2.9464,6.2096,-0.69278,0.29975,2.2979,-1.5022,-1.5023,-1.5012,-1.501,-1.5011,-1.5009,2
2.38E-05,9.23E-05,0.00024445,-1.48E-06,-8.24E-05,-0.00015067,-0.019149,-0.019242,-0.019486,-0.027724,-0.027641,-0.027491,0.0029368,0.0018814,0.0058309,0.0029143,0.0020435,0.004257,2.292,2.292,2.2907,2.282,2.2818,2.281,-0.026551,0.42252,0.73984,-0.0058558,-1.196,-0.41918,0.013234,0.01317,0.01294,-0.00093082,-0.0008208,-0.00072954,-0.55319,4.0895,9.3365,-0.54244,5.9547,5.0715,-1.4965,-1.4964,-1.4968,-1.5019,-1.502,-1.5021,2
-5.47E-07,-4.93E-06,3.06E-06,-4.24E-06,-2.58E-06,-2.03E-07,-0.029282,-0.029277,-0.02928,-0.0296,-0.029598,-0.029597,0.00081899,0.00026006,0.0005498,0.00080873,0.00028858,0.00061514,1.8339,1.8339,1.8339,1.8321,1.8321,1.8321,0.005251,0.0082847,0.029789,0.0062682,-0.15453,0.27995,-0.0010454,-0.0010422,-0.0010328,-0.0033897,-0.0033852,-0.0033842,-0.46602,2.5002,6.5253,-0.47938,6.0785,16.075,-1.4996,-1.4996,-1.4996,-1.498,-1.498,-1.498,2
-1.22E-06,-4.06E-05,-0.00023415,9.42E-06,7.87E-05,0.00025128,-0.040597,-0.040556,-0.040322,-0.013179,-0.013258,-0.013509,0.0029759,0.0017085,0.0041645,0.0030159,0.0018262,0.0052727,2.2879,2.2878,2.287,2.2883,2.2881,2.2873,-0.024068,-0.17499,-0.10804,-0.015536,0.71436,0.18145,0.0013932,0.0014187,0.0013342,0.0066047,0.0065213,0.0065044,-0.55054,1.1918,2.7817,-0.51809,4.1315,2.335,-1.5085,-1.5086,-1.5084,-1.4941,-1.4942,-1.4939,2
2.53E-07,2.96E-07,-5.76E-05,1.72E-06,2.51E-05,0.00013856,-0.028773,-0.028773,-0.028715,-0.03982,-0.039845,-0.039983,0.002216,0.0013453,0.0043702,0.0022436,0.0012783,0.0029522,1.375,1.3749,1.3742,1.3837,1.3836,1.383,-0.015019,-0.046342,0.1874,-0.0039315,0.90024,0.2762,0.0047381,0.0047353,0.0045506,-0.016894,-0.016871,-0.016929,-0.70382,1.3212,4.091,-0.72851,4.3984,2.2216,-1.5052,-1.5053,-1.5048,-1.491,-1.4909,-1.4907,2
1.22E-05,3.28E-05,-0.00066315,4.27E-06,-6.61E-05,-0.00039754,-0.025196,-0.025229,-0.024566,-0.025592,-0.025526,-0.025129,0.0029468,0.0017799,0.0070689,0.0029371,0.0024585,0.0067629,2.2828,2.2826,2.2826,2.2749,2.2747,2.2739,-0.02008,-0.031048,-2.3815,-0.0062808,-1.6542,-0.60617,0.010881,0.010866,0.011536,0.0071232,0.0072483,0.0069206,-0.57141,3.3007,12.573,-0.50662,16.393,8.7671,-1.4996,-1.4997,-1.4993,-1.499,-1.4991,-1.4987,2
-5.26E-06,-1.41E-05,0.00018511,2.09E-05,-3.15E-05,0.00023262,-0.029154,-0.02914,-0.029325,-0.035141,-0.035109,-0.035342,0.0029143,0.0017161,0.0042291,0.0030041,0.0016436,0.0073155,2.3035,2.3035,2.303,2.2942,2.2941,2.2935,0.0072503,0.18224,1.3366,-0.013745,-0.063851,0.56082,-0.014335,-0.014309,-0.014085,-0.0019614,-0.0019375,-0.0010393,-0.50516,4.3851,6.9651,-0.52915,1.3284,7.4236,-1.4968,-1.4967,-1.4967,-1.5014,-1.5014,-1.5012,2
-1.23E-05,-3.49E-06,-3.07E-05,-7.20E-06,2.80E-06,8.93E-05,-0.024529,-0.024526,-0.024495,-0.031821,-0.031824,-0.031914,0.0011088,0.00067391,0.001103,0.0010991,0.00047358,0.0014675,1.1951,1.1951,1.1949,1.1964,1.1964,1.1961,0.010998,0.33315,-0.43947,0.016917,0.59197,1.1676,-0.0021478,-0.0021518,-0.0021518,-0.0038286,-0.0038385,-0.0040851,-0.65317,13.396,6.0421,-0.65734,5.4586,16.538,-1.4986,-1.4986,-1.4986,-1.4993,-1.4993,-1.4995,2
-8.16E-06,1.66E-05,-0.00015418,-3.44E-06,5.72E-05,-0.00027237,-0.034134,-0.03415,-0.033996,-0.035634,-0.035692,-0.035419,0.0022024,0.0012421,0.0036247,0.002282,0.0013275,0.0040633,1.3763,1.3762,1.3756,1.3853,1.3852,1.3843,-0.0022101,-0.0047054,-0.4076,-0.012142,0.57261,-0.73435,0.0037604,0.0037513,0.0040061,-0.01591,-0.015947,-0.015581,-0.74683,0.19139,4.1867,-0.68323,3.5094,3.1966,-1.5073,-1.5074,-1.5069,-1.4985,-1.4985,-1.4982,2
-2.17E-06,2.78E-05,-6.81E-05,-1.66E-06,3.64E-05,2.80E-06,-0.027734,-0.027762,-0.027694,-0.041862,-0.041899,-0.041902,0.0014529,0.002095,0.0017479,0.0014256,0.00098306,0.0017458,2.1265,2.1264,2.1262,2.1205,2.1204,2.1203,0.0019552,-0.89072,-0.67468,0.0032485,0.5769,0.47532,-0.0020396,-0.0020616,-0.0020885,-0.00079625,-0.00081622,-0.00085788,-0.8586,50.437,5.4828,-0.84943,12.047,9.3106,-1.4976,-1.4977,-1.4976,-1.4998,-1.4998,-1.4997,2
-5.19E-06,3.22E-07,9.87E-05,4.35E-06,8.37E-05,0.00081992,-0.01888,-0.01888,-0.018979,-0.036265,-0.036349,-0.037169,0.0026184,0.0013426,0.0062799,0.0025489,0.0016314,0.0057504,1.8448,1.8446,1.8439,1.8443,1.8442,1.8431,-0.024495,-0.15307,0.74964,0.013292,0.36913,1.133,0.0062949,0.0062918,0.0063866,-0.016258,-0.016367,-0.016072,-0.65331,1.013,6.7434,-0.68127,2.0124,4.6762,-1.5014,-1.5015,-1.5008,-1.4926,-1.4926,-1.4922,2
-2.07E-06,1.29E-06,1.21E-05,-3.59E-06,1.06E-05,-1.23E-05,-0.030151,-0.030152,-0.030164,-0.038474,-0.038485,-0.038473,0.00080679,0.00026893,0.00046422,0.00079969,0.00032082,0.00043805,1.3914,1.3914,1.3914,1.3906,1.3906,1.3906,-0.0010964,-0.040846,-0.07719,0.0053624,0.6951,-0.6967,-0.0034035,-0.003397,-0.0033945,0.00042797,0.00040225,0.00042271,-0.53522,6.9664,4.1052,-0.49579,31.043,4.8783,-1.4982,-1.4982,-1.4982,-1.4989,-1.4989,-1.4989,2
-2.17E-05,0.00019842,8.16E-06,1.58E-05,-4.03E-05,-0.00028083,0.0061137,0.0059152,0.0059071,0.0097042,0.0097444,0.010025,0.0028394,0.002137,0.0041117,0.00279,0.0016521,0.00437,2.1097,2.1094,2.1088,2.0975,2.0974,2.0965,-0.044257,2.2075,0.044992,-0.0080164,-0.22584,-0.6873,-0.0044537,-0.0046907,-0.0047376,-0.00060082,-0.00053755,-0.00030919,-0.49567,12.816,2.4675,-0.56456,1.4684,10.115,-1.4986,-1.4988,-1.4986,-1.5027,-1.5028,-1.5028,3
-4.95E-06,7.63E-06,0.00025317,2.25E-05,2.87E-05,-0.00020298,-0.0020125,-0.0020201,-0.0022733,0.0074573,0.0074285,0.0076315,0.0024729,0.0014294,0.0044483,0.0024927,0.0013166,0.0053511,1.7136,1.7136,1.7125,1.7088,1.7087,1.7079,-0.002092,0.010791,0.22263,-0.02926,0.18907,-0.4598,-0.0030206,-0.0029935,-0.0032479,0.010977,0.010942,0.011117,-0.67982,1.8665,7.6517,-0.64046,2.901,5.0511,-1.5021,-1.5021,-1.5025,-1.4969,-1.4969,-1.497,3
-3.06E-06,-8.50E-06,-8.89E-06,1.05E-05,4.67E-05,0.0003148,0.0030994,0.0031079,0.0031168,0.011877,0.01183,0.011515,0.0028347,0.0014265,0.006782,0.0027739,0.0016492,0.0039448,2.1109,2.1108,2.1095,2.0984,2.0984,2.0977,-0.020189,-0.18635,-0.12916,-0.011452,0.11466,0.7158,-0.0079177,-0.0078878,-0.0079832,0.0017052,0.0016649,0.0016598,-0.55497,0.53418,4.829,-0.5989,3.1159,5.7637,-1.496,-1.496,-1.4954,-1.5033,-1.5032,-1.503,3
-4.02E-06,-8.02E-06,-1.63E-05,-4.35E-06,2.15E-06,5.28E-06,0.013783,0.013791,0.013808,0.021165,0.021163,0.021157,0.00076434,0.0002374,0.00073494,0.00075214,0.0002414,0.00071717,0.86618,0.86618,0.86614,0.86925,0.86924,0.86922,0.0058377,-0.69283,-0.28545,0.0059868,-0.0038691,0.041526,0.0026709,0.0026502,0.0026202,-0.0013436,-0.0013454,-0.0013633,-0.61695,5.5286,5.7877,-0.60738,3.1966,6.939,-1.4947,-1.4947,-1.4946,-1.4978,-1.4978,-1.4978,3
